"year","geo","wstatus","worktime","age","sex","unit","isco08","values"
2014,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.8
2015,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.8
2016,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2017,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2018,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.1
2019,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.7
2020,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.8
2021,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.2
2022,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.6
2023,"Denmark","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.3
2014,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2015,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2016,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2017,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2018,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2019,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2020,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2021,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2022,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2023,"Euro area – 20 countries (from 2023)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2014,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2015,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2016,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.5
2017,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.6
2018,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.9
2019,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.9
2020,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.1
2021,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2022,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.8
2023,"Estonia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2014,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.7
2015,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.7
2016,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.9
2017,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.7
2018,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.6
2019,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.4
2020,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.1
2021,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.1
2022,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.7
2023,"Greece","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.8
2014,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.2
2015,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.1
2016,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.1
2017,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2018,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.2
2019,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2020,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2021,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2022,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2023,"Spain","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2014,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37
2015,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2016,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.1
2017,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2018,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2019,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.8
2020,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2021,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2022,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2023,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2014,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2015,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2016,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2017,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2018,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2019,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2020,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36
2021,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2022,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.9
2023,"Finland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.8
2014,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.8
2015,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.9
2016,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2017,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36
2018,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2019,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2020,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2021,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.9
2022,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2023,"France","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36
2014,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.2
2015,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2016,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.6
2017,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39
2018,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.7
2019,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.6
2020,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2021,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2022,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38
2023,"Croatia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2014,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2015,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.4
2016,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39
2017,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.6
2018,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2019,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2020,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2021,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2022,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.5
2023,"Hungary","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2014,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2015,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2016,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.9
2017,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2018,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.7
2019,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.7
2020,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2021,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2022,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36
2023,"Ireland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.5
2014,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.8
2015,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.1
2016,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.9
2017,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.7
2018,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.6
2019,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.4
2020,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2021,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.7
2022,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2023,"Iceland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2014,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2015,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2016,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2017,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.6
2018,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.8
2019,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.7
2020,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.8
2021,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36
2022,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2023,"Italy","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.1
2014,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2015,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2016,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.4
2017,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38
2018,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2019,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.4
2020,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38
2021,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.4
2022,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2023,"Lithuania","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2014,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2015,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2016,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.7
2017,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.4
2018,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.5
2019,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.9
2020,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37
2021,"Luxembourg","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.9
